match_id,versus,bowling_team,bowler,overs,maidens,runs_given,wickets,economy,zeros,fours_given,sixes_given,wides,noballs
39,P.N.G. vs New Zealand,Papua New Guinea,Semo Kamea,3,0,23,1,7.66,8,4,0,0,0
39,P.N.G. vs New Zealand,Papua New Guinea,Chad Soper,1,0,14,0,14.00,2,1,1,0,0
39,P.N.G. vs New Zealand,Papua New Guinea,Norman Vanua,1,0,6,0,6.00,3,1,0,0,0
40,West Indies vs Afghanistan,Afghanistan,Fazalhaq Farooqi,3,0,38,0,12.66,4,5,1,1,1
40,West Indies vs Afghanistan,Afghanistan,Azmatullah Omarzai,2,0,41,1,20.50,5,4,3,1,1
40,West Indies vs Afghanistan,Afghanistan,Rashid Khan,4,0,45,0,11.25,5,3,3,1,0
40,West Indies vs Afghanistan,Afghanistan,Naveen-ul-Haq,4,0,41,1,10.25,10,4,2,2,0
40,West Indies vs Afghanistan,Afghanistan,Noor Ahmad,4,0,20,0,5.00,6,0,0,0,0
40,West Indies vs Afghanistan,Afghanistan,Mohammad Nabi,1,0,15,0,15.00,2,0,2,0,0
40,West Indies vs Afghanistan,Afghanistan,Gulbadin Naib,2,0,14,2,7.00,4,0,1,0,0
40,West Indies vs Afghanistan,West Indies,Akeal Hosein,4,1,21,2,5.25,14,3,0,1,0
40,West Indies vs Afghanistan,West Indies,Andre Russell,2.2,0,17,1,7.28,6,1,1,0,0
40,West Indies vs Afghanistan,West Indies,Alzarri Joseph,3,0,30,1,10.00,7,4,1,1,0
40,West Indies vs Afghanistan,West Indies,Gudakesh Motie,4,0,28,2,7.00,12,1,2,0,0
40,West Indies vs Afghanistan,West Indies,Obed McCoy,3,0,14,3,4.66,9,1,0,0,0
41,South Africa vs U.S.A.,United States Of America,Saurabh Netravalkar,4,0,21,2,5.25,12,2,0,0,0
41,South Africa vs U.S.A.,United States Of America,Ali Khan,4,0,45,0,11.25,7,1,4,2,0
41,South Africa vs U.S.A.,United States Of America,Jasdeep Singh,2,0,36,0,18.00,2,2,3,2,1
41,South Africa vs U.S.A.,United States Of America,Nosthush Kenjige,3,0,29,0,9.66,2,2,1,0,0
41,South Africa vs U.S.A.,United States Of America,Harmeet Singh,4,0,24,2,6.00,8,2,0,0,1
41,South Africa vs U.S.A.,United States Of America,Steven Taylor,2,0,21,0,10.50,3,2,1,0,0
41,South Africa vs U.S.A.,United States Of America,Corey Anderson,1,0,17,0,17.00,0,2,1,0,0
41,South Africa vs U.S.A.,South Africa,Marco Jansen,3,0,32,0,10.66,9,3,2,2,0
41,South Africa vs U.S.A.,South Africa,Aiden Markram,1,0,13,0,13.00,2,1,1,0,0
41,South Africa vs U.S.A.,South Africa,Kagiso Rabada,4,0,18,3,4.50,14,2,0,1,1
41,South Africa vs U.S.A.,South Africa,Keshav Maharaj,4,0,24,1,6.00,7,0,1,0,0
41,South Africa vs U.S.A.,South Africa,Anrich Nortje,4,0,37,1,9.25,10,2,3,1,0
41,South Africa vs U.S.A.,South Africa,Tabraiz Shamsi,4,0,50,1,12.50,5,3,4,2,0
42,West Indies vs England,England,Reece Topley,3,0,26,0,8.66,8,2,1,4,0
42,West Indies vs England,England,Mark Wood,3,0,36,0,12.00,7,3,2,4,0
42,West Indies vs England,England,Jofra Archer,4,0,34,1,8.50,12,5,1,1,0
42,West Indies vs England,England,Sam Curran,3,0,25,0,8.33,9,3,1,0,0
42,West Indies vs England,England,Adil Rashid,4,0,21,1,5.25,10,0,1,1,0
42,West Indies vs England,England,Moeen Ali,2,0,15,1,7.50,3,0,1,0,0
42,West Indies vs England,England,Liam Livingstone,1,0,20,1,20.00,2,0,3,0,0
42,West Indies vs England,West Indies,Akeal Hosein,4,0,35,0,8.75,9,4,1,1,0
42,West Indies vs England,West Indies,Romario Shepherd,2,0,41,0,20.50,2,5,3,1,0
42,West Indies vs England,West Indies,Andre Russell,2,0,21,1,10.50,2,0,1,2,0
42,West Indies vs England,West Indies,Alzarri Joseph,2.3,0,32,0,12.80,2,2,2,0,0
42,West Indies vs England,West Indies,Gudakesh Motie,4,0,32,0,8.00,8,4,0,0,0
42,West Indies vs England,West Indies,Roston Chase,3,0,19,1,6.33,6,1,0,2,0
43,India vs Afghanistan,Afghanistan,Fazalhaq Farooqi,4,0,33,3,8.25,12,4,1,2,0
43,India vs Afghanistan,Afghanistan,Mohammad Nabi,3,0,24,0,8.00,7,3,0,0,0
43,India vs Afghanistan,Afghanistan,Naveen-ul-Haq,4,0,40,1,10.00,9,3,2,3,0
43,India vs Afghanistan,Afghanistan,Rashid Khan,4,0,26,3,6.50,13,3,1,0,0
43,India vs Afghanistan,Afghanistan,Noor Ahmad,3,0,30,0,10.00,4,1,2,1,0
43,India vs Afghanistan,Afghanistan,Azmatullah Omarzai,2,0,23,0,11.50,3,2,1,1,0
43,India vs Afghanistan,India,Arshdeep Singh,4,0,36,3,9.00,12,3,2,5,0
43,India vs Afghanistan,India,Jasprit Bumrah,4,1,7,3,1.75,20,1,0,0,0
43,India vs Afghanistan,India,Axar Patel,3,1,15,1,5.00,11,0,1,0,0
43,India vs Afghanistan,India,Hardik Pandya,2,0,13,0,6.50,8,1,1,1,0
43,India vs Afghanistan,India,Kuldeep Yadav,4,0,32,2,8.00,11,2,2,1,1
43,India vs Afghanistan,India,Ravindra Jadeja,3,0,20,1,6.66,4,0,1,0,0
44,Bangladesh vs Australia,Australia,Mitchell Starc,4,0,21,1,5.25,15,3,0,2,0
44,Bangladesh vs Australia,Australia,Josh Hazlewood,4,1,25,0,6.25,12,1,1,1,0
44,Bangladesh vs Australia,Australia,Pat Cummins,4,0,29,3,7.25,8,1,0,3,0
44,Bangladesh vs Australia,Australia,Adam Zampa,4,0,24,2,6.00,10,3,0,0,0
44,Bangladesh vs Australia,Australia,Marcus Stoinis,2,0,24,1,12.00,3,1,2,1,0
44,Bangladesh vs Australia,Australia,Glenn Maxwell,2,0,14,1,7.00,3,1,0,0,0
44,Bangladesh vs Australia,Bangladesh,Mahedi Hasan,4,0,22,0,5.50,15,1,2,0,0
44,Bangladesh vs Australia,Bangladesh,Tanzim Hasan Sakib,1,0,9,0,9.00,2,1,0,0,0
44,Bangladesh vs Australia,Bangladesh,Taskin Ahmed,1.2,0,22,0,16.50,2,2,2,0,0
44,Bangladesh vs Australia,Bangladesh,Mustafizur Rahman,2,0,23,0,11.50,3,3,1,0,0
44,Bangladesh vs Australia,Bangladesh,Rishad Hossain,3,0,23,2,7.66,7,2,1,0,0
45,South Africa vs England,England,Reece Topley,4,0,23,0,5.75,8,1,0,2,0
45,South Africa vs England,England,Moeen Ali,3,0,25,1,8.33,6,2,1,0,0
45,South Africa vs England,England,Jofra Archer,4,0,40,3,10.00,10,3,3,1,0
45,South Africa vs England,England,Sam Curran,3,0,29,0,9.66,7,1,2,1,0
45,South Africa vs England,England,Adil Rashid,4,0,20,1,5.00,9,1,0,0,0
45,South Africa vs England,England,Mark Wood,2,0,22,0,11.00,4,4,0,2,0
45,South Africa vs England,South Africa,Marco Jansen,4,0,31,0,7.75,9,2,1,0,1
45,South Africa vs England,South Africa,Kagiso Rabada,4,0,32,2,8.00,9,3,1,2,0
45,South Africa vs England,South Africa,Keshav Maharaj,4,0,25,2,6.25,9,2,0,0,0
45,South Africa vs England,South Africa,Ottneil Baartman,3,0,27,1,9.00,7,3,1,0,0
45,South Africa vs England,South Africa,Anrich Nortje,4,0,35,1,8.75,4,4,0,1,0
45,South Africa vs England,South Africa,Aiden Markram,1,0,4,0,4.00,2,0,0,0,0
46,West Indies vs U.S.A.,West Indies,Akeal Hosein,3,0,13,0,4.33,8,1,0,0,0
46,West Indies vs U.S.A.,West Indies,Andre Russell,3.5,0,31,3,8.08,13,3,1,3,0
46,West Indies vs U.S.A.,West Indies,Obed McCoy,2,0,20,0,10.00,4,3,0,1,0
46,West Indies vs U.S.A.,West Indies,Alzarri Joseph,4,0,31,2,7.75,9,1,2,1,1
46,West Indies vs U.S.A.,West Indies,Gudakesh Motie,3,0,14,1,4.66,9,1,0,0,0
46,West Indies vs U.S.A.,West Indies,Roston Chase,4,0,19,3,4.75,9,1,0,1,0
46,West Indies vs U.S.A.,United States Of America,Saurabh Netravalkar,2.5,0,31,0,10.94,7,2,3,0,0
46,West Indies vs U.S.A.,United States Of America,Nosthush Kenjige,1,0,11,0,11.00,1,0,1,0,0
46,West Indies vs U.S.A.,United States Of America,Ali Khan,2,0,18,0,9.00,5,1,1,2,0
46,West Indies vs U.S.A.,United States Of America,Harmeet Singh,2,0,18,1,9.00,4,1,1,0,0
46,West Indies vs U.S.A.,United States Of America,Shadley van Schalkwyk,2,0,29,0,14.50,3,3,2,1,0
46,West Indies vs U.S.A.,United States Of America,Milind Kumar,1,0,22,0,22.00,1,0,3,1,0
47,India vs Bangladesh,Bangladesh,Mahedi Hasan,4,0,28,0,7.00,9,2,1,0,0
47,India vs Bangladesh,Bangladesh,Shakib Al Hasan,3,0,37,1,12.33,5,2,3,1,0
47,India vs Bangladesh,Bangladesh,Tanzim Hasan Sakib,4,0,32,2,8.00,11,1,3,1,0
47,India vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,48,0,12.00,6,5,2,1,1
47,India vs Bangladesh,Bangladesh,Rishad Hossain,3,0,43,2,14.33,4,2,4,2,0
47,India vs Bangladesh,Bangladesh,Mahmudullah,2,0,8,0,4.00,5,0,0,1,0
47,India vs Bangladesh,India,Arshdeep Singh,4,0,30,2,7.50,12,4,1,1,0
47,India vs Bangladesh,India,Jasprit Bumrah,4,0,13,2,3.25,15,1,0,0,0
47,India vs Bangladesh,India,Axar Patel,2,0,26,0,13.00,2,2,2,0,0
47,India vs Bangladesh,India,Hardik Pandya,3,0,32,1,10.66,6,1,3,2,0
47,India vs Bangladesh,India,Ravindra Jadeja,3,0,24,0,8.00,5,2,1,0,0
47,India vs Bangladesh,India,Kuldeep Yadav,4,0,19,3,4.75,11,0,1,0,0
48,Afghanistan vs Australia,Australia,Ashton Agar,4,1,17,0,4.25,15,1,0,0,0
48,Afghanistan vs Australia,Australia,Josh Hazlewood,4,0,39,0,9.75,10,4,2,1,0
48,Afghanistan vs Australia,Australia,Pat Cummins,4,0,28,3,7.00,13,3,1,1,0
48,Afghanistan vs Australia,Australia,Adam Zampa,4,0,28,2,7.00,9,2,1,1,0
48,Afghanistan vs Australia,Australia,Glenn Maxwell,2,0,12,0,6.00,5,1,0,1,0
48,Afghanistan vs Australia,Australia,Marcus Stoinis,2,0,19,1,9.50,4,1,1,0,0
48,Afghanistan vs Australia,Afghanistan,Naveen-ul-Haq,4,0,20,3,5.00,12,2,0,0,0
48,Afghanistan vs Australia,Afghanistan,Fazalhaq Farooqi,3,0,21,0,7.00,8,2,0,0,1
48,Afghanistan vs Australia,Afghanistan,Azmatullah Omarzai,1.2,0,10,1,7.50,5,2,0,0,0
48,Afghanistan vs Australia,Afghanistan,Mohammad Nabi,1,0,1,1,1.00,5,0,0,0,0
48,Afghanistan vs Australia,Afghanistan,Nangeyalia Kharote,1,0,13,0,13.00,1,1,1,0,0
48,Afghanistan vs Australia,Afghanistan,Rashid Khan,4,0,23,1,5.75,11,1,1,2,0
48,Afghanistan vs Australia,Afghanistan,Noor Ahmad,1,0,11,0,11.00,3,1,0,1,0
48,Afghanistan vs Australia,Afghanistan,Gulbadin Naib,4,0,20,4,5.00,13,1,1,0,0
49,U.S.A. vs England,England,Reece Topley,3,0,29,1,9.66,8,2,2,0,0
49,U.S.A. vs England,England,Jofra Archer,3,0,16,0,5.33,12,1,1,0,0
49,U.S.A. vs England,England,Sam Curran,2,0,23,2,11.50,4,3,1,0,0
49,U.S.A. vs England,England,Adil Rashid,4,0,13,2,3.25,13,0,0,1,0
49,U.S.A. vs England,England,Liam Livingstone,4,0,24,1,6.00,10,1,1,0,0
49,U.S.A. vs England,England,Chris Jordan,2.5,0,10,4,3.52,8,0,0,0,0
49,U.S.A. vs England,United States Of America,Saurabh Netravalkar,2,0,21,0,10.50,5,1,2,0,0
49,U.S.A. vs England,United States Of America,Harmeet Singh,2,0,36,0,18.00,3,0,5,2,0
49,U.S.A. vs England,United States Of America,Nosthush Kenjige,2,0,19,0,9.50,3,3,0,0,0
49,U.S.A. vs England,United States Of America,Ali Khan,2,0,26,0,13.00,2,2,0,2,0
49,U.S.A. vs England,United States Of America,Shadley van Schalkwyk,1.4,0,15,0,9.00,2,2,0,0,1
50,West Indies vs South Africa,South Africa,Marco Jansen,2,0,17,1,8.50,6,2,0,4,0
50,West Indies vs South Africa,South Africa,Aiden Markram,4,0,28,1,7.00,11,1,2,2,0
50,West Indies vs South Africa,South Africa,Keshav Maharaj,4,0,24,1,6.00,10,1,1,0,0
50,West Indies vs South Africa,South Africa,Anrich Nortje,4,0,26,0,6.50,13,1,2,2,0
50,West Indies vs South Africa,South Africa,Tabraiz Shamsi,4,0,27,3,6.75,11,3,1,0,0
50,West Indies vs South Africa,South Africa,Kagiso Rabada,2,0,11,1,5.50,7,0,1,0,0
50,West Indies vs South Africa,West Indies,Akeal Hosein,3,0,31,0,10.33,6,6,0,0,0
50,West Indies vs South Africa,West Indies,Andre Russell,4,0,19,2,4.75,13,2,0,1,0
50,West Indies vs South Africa,West Indies,Alzarri Joseph,4,0,25,2,6.25,9,1,0,1,0
50,West Indies vs South Africa,West Indies,Gudakesh Motie,1,0,20,0,20.00,0,3,1,0,0
50,West Indies vs South Africa,West Indies,Obed McCoy,1.1,0,15,0,12.85,3,1,1,3,0
50,West Indies vs South Africa,West Indies,Roston Chase,3,0,12,3,4.00,10,1,0,0,0
51,India vs Australia,Australia,Mitchell Starc,4,0,45,2,11.25,12,4,4,1,0
51,India vs Australia,Australia,Josh Hazlewood,4,0,14,1,3.50,13,1,0,0,0
51,India vs Australia,Australia,Pat Cummins,4,0,48,0,12.00,5,4,3,0,0
51,India vs Australia,Australia,Adam Zampa,4,0,41,0,10.25,2,1,3,0,0
51,India vs Australia,Australia,Marcus Stoinis,4,0,56,2,14.00,6,4,5,1,0
51,India vs Australia,India,Arshdeep Singh,4,0,37,3,9.25,12,4,2,2,0
51,India vs Australia,India,Jasprit Bumrah,4,0,29,1,7.25,11,3,1,0,0
51,India vs Australia,India,Axar Patel,3,0,21,1,7.00,9,2,1,0,0
51,India vs Australia,India,Hardik Pandya,4,0,47,0,11.75,8,4,3,1,0
51,India vs Australia,India,Kuldeep Yadav,4,0,24,2,6.00,9,1,1,0,0
51,India vs Australia,India,Ravindra Jadeja,1,0,17,0,17.00,0,2,1,0,0
52,Afghanistan vs Bangladesh,Bangladesh,Tanzim Hasan Sakib,4,0,36,0,9.00,9,1,2,1,0
52,Afghanistan vs Bangladesh,Bangladesh,Taskin Ahmed,4,1,12,1,3.00,19,0,1,0,0
52,Afghanistan vs Bangladesh,Bangladesh,Shakib Al Hasan,4,0,19,0,4.75,11,0,1,0,0
52,Afghanistan vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,17,1,4.25,14,2,0,0,0
52,Afghanistan vs Bangladesh,Bangladesh,Rishad Hossain,4,0,26,3,6.50,13,3,0,1,0
52,Afghanistan vs Bangladesh,Afghanistan,Naveen-ul-Haq,3.5,0,26,4,6.78,12,3,1,0,0
52,Afghanistan vs Bangladesh,Afghanistan,Fazalhaq Farooqi,2,0,15,1,7.50,3,1,0,2,0
52,Afghanistan vs Bangladesh,Afghanistan,Mohammad Nabi,2,0,15,0,7.50,5,2,0,0,0
52,Afghanistan vs Bangladesh,Afghanistan,Rashid Khan,4,0,23,4,5.75,9,2,0,1,0
52,Afghanistan vs Bangladesh,Afghanistan,Noor Ahmad,4,0,13,0,3.25,18,2,0,0,0
52,Afghanistan vs Bangladesh,Afghanistan,Gulbadin Naib,2,0,5,1,2.50,7,0,0,0,0
53,Afghanistan vs South Africa,South Africa,Marco Jansen,3,0,16,3,5.33,13,2,0,4,0
53,Afghanistan vs South Africa,South Africa,Keshav Maharaj,1,0,6,0,6.00,3,1,0,0,0
53,Afghanistan vs South Africa,South Africa,Kagiso Rabada,3,1,14,2,4.66,13,3,0,0,0
53,Afghanistan vs South Africa,South Africa,Anrich Nortje,3,0,7,2,2.33,14,0,0,1,0
53,Afghanistan vs South Africa,South Africa,Tabraiz Shamsi,1.5,0,6,3,3.27,9,1,0,1,0
53,Afghanistan vs South Africa,Afghanistan,Naveen-ul-Haq,3,0,15,0,5.00,12,2,0,1,0
53,Afghanistan vs South Africa,Afghanistan,Fazalhaq Farooqi,2,0,11,1,5.50,9,2,0,1,0
53,Afghanistan vs South Africa,Afghanistan,Rashid Khan,1,0,8,0,8.00,2,1,0,0,0
53,Afghanistan vs South Africa,Afghanistan,Azmatullah Omarzai,1.5,0,18,0,9.81,6,2,1,0,1
53,Afghanistan vs South Africa,Afghanistan,Gulbadin Naib,1,0,8,0,8.00,2,1,0,0,0
54,India vs England,England,Reece Topley,3,0,25,1,8.33,8,3,1,0,0
54,India vs England,England,Jofra Archer,4,0,33,1,8.25,7,4,0,0,0
54,India vs England,England,Sam Curran,2,0,25,1,12.50,3,2,2,0,0
54,India vs England,England,Adil Rashid,4,0,25,1,6.25,9,3,0,0,0
54,India vs England,England,Chris Jordan,3,0,37,3,12.33,4,0,4,0,0
54,India vs England,England,Liam Livingstone,4,0,24,0,6.00,9,1,1,1,0
54,India vs England,India,Arshdeep Singh,2,0,17,0,8.50,5,3,0,0,0
54,India vs England,India,Jasprit Bumrah,2.4,0,12,2,4.50,8,1,0,0,0
54,India vs England,India,Axar Patel,4,0,23,3,5.75,10,0,1,0,0
54,India vs England,India,Kuldeep Yadav,4,0,19,3,4.75,12,2,0,0,0
54,India vs England,India,Ravindra Jadeja,3,0,16,0,5.33,6,1,0,0,0
54,India vs England,India,Hardik Pandya,1,0,14,0,14.00,1,1,1,0,0
55,India vs South Africa,South Africa,Marco Jansen,4,0,49,1,12.25,4,5,2,1,1
55,India vs South Africa,South Africa,Keshav Maharaj,3,0,23,2,7.66,10,3,1,0,0
55,India vs South Africa,South Africa,Kagiso Rabada,4,0,36,1,9.00,8,2,2,2,0
55,India vs South Africa,South Africa,Aiden Markram,2,0,16,0,8.00,1,0,1,0,0
55,India vs South Africa,South Africa,Anrich Nortje,4,0,26,2,6.50,7,2,0,2,0
55,India vs South Africa,South Africa,Tabraiz Shamsi,3,0,26,0,8.66,4,1,1,1,0
55,India vs South Africa,India,Arshdeep Singh,4,0,20,2,5.00,12,2,0,0,0
55,India vs South Africa,India,Jasprit Bumrah,4,0,18,2,4.50,14,2,0,0,0
55,India vs South Africa,India,Axar Patel,4,0,49,1,12.25,8,5,3,2,0
55,India vs South Africa,India,Kuldeep Yadav,4,0,45,0,11.25,6,3,3,0,0
55,India vs South Africa,India,Hardik Pandya,3,0,20,3,6.66,9,1,1,1,1
55,India vs South Africa,India,Ravindra Jadeja,1,0,12,0,12.00,0,0,1,0,0
